YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2013,OH,Ohio,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.7,,,0.8,2.2,5.2,929,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,14.3,,,2.4,9.6,19.0,898,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,,,0.3,0.0,0.9,929,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.0,,,1.3,1.4,6.6,422,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,15.9,,,3.2,9.7,22.1,404,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.2,,,0.2,0.0,0.5,422,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.4,,,1.0,1.5,5.3,507,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,12.6,,,2.5,7.7,17.5,494,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.7,,,0.5,0.0,1.6,507,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.5,,,0.5,1.6,3.4,938,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.2,,,1.1,4.0,8.4,939,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.1,0.7,938,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.1,,,0.7,1.7,4.5,428,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.2,,,1.8,4.7,11.7,428,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,,,0.3,0.0,1.2,428,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.8,,,0.6,0.7,2.9,510,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.2,,,0.9,2.5,5.9,511,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,,,0.3,0.0,0.8,510,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,43.9,,,6.6,31.0,56.8,108,Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,33.5,,,8.0,17.8,49.2,53,Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,54.1,,,9.6,35.2,73.0,54,Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,60.8,,,5.8,49.4,72.2,111,Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.2,,,7.7,42.1,72.3,55,Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,63.8,,,7.8,48.6,79.0,55,Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,,,0.6,3.7,5.9,"2,966",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21.1,,,1.8,17.6,24.6,"2,811",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.9,,,0.2,0.5,1.3,"2,966",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,,,0.6,3.2,5.6,"1,531",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21.0,,,2.1,16.9,25.1,"1,437",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.0,,,0.3,0.4,1.6,"1,531",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.2,,,0.7,3.9,6.5,"1,423",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21.1,,,1.9,17.4,24.8,"1,363",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.8,,,0.2,0.4,1.2,"1,423",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.2,,,0.8,3.7,6.7,"3,017",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.6,,,1.2,8.3,12.9,"3,018",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.5,,,0.4,0.8,2.2,"3,017",Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.6,,,1.2,5.3,9.9,"1,551",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,14.4,,,1.8,10.9,17.9,"1,554",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.5,,,0.6,1.3,3.7,"1,551",Male,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.6,,,0.5,1.6,3.6,"1,450",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.6,,,0.9,4.9,8.3,"1,449",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.1,0.7,"1,450",Female,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,44.1,,,4.7,34.8,53.4,65,Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,40.3,,,2.3,35.7,44.9,183,Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,32.8,,,4.7,23.6,42.0,85,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48.3,,,4.9,38.7,57.9,97,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,75.0,,,6.1,63.0,87.0,67,Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.6,,,2.9,51.9,63.3,211,Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2002,GU,Guam,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.0,,,1.5,10.1,16.0,761,Female,All Races,All Ages,High School,"(13.444304, 144.793731)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,52.6,,,4.3,44.1,61.1,101,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,63.4,,,4.8,54.0,72.8,109,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.8,,,0.6,3.6,6.0,"1,530",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,22.7,,,1.9,18.9,26.5,"1,496",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.1,,,0.3,0.5,1.7,"1,530",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.3,,,1.5,12.4,18.2,"1,531",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.7,,,2.3,44.2,53.2,"1,532",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.9,,,0.8,3.3,6.5,"1,531",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.5,,,1.1,3.4,7.6,809,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25.2,,,2.8,19.8,30.6,782,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.4,,,0.4,0.6,2.2,809,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.8,,,1.6,12.7,18.9,724,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.4,,,2.1,44.2,52.6,723,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.8,,,0.8,3.3,6.3,724,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,,,0.9,2.4,6.0,720,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,20.1,,,2.3,15.5,24.7,713,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.9,,,0.5,0.0,1.8,720,Female,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.7,,,2.1,10.6,18.8,805,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.9,,,2.8,43.4,54.4,806,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2013,SC,South Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.1,,,1.1,3.0,7.2,805,Female,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.5,,,0.7,2.1,4.9,"1,577",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.3,,,1.2,8.9,13.7,"1,584",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,,,0.3,0.2,1.4,"1,577",Overall,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.8,,,0.8,7.2,10.4,"1,596",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,22.7,,,1.5,19.8,25.6,"1,595",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.4,,,0.6,2.2,4.6,"1,596",Overall,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.1,,,1.3,2.6,7.6,838,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.4,,,2.2,11.1,19.7,841,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,,,0.6,0.2,2.6,838,Male,All Races,All Ages,Middle School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2013,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,14.9,,,1.6,11.7,18.1,766,Male,All Races,All Ages,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
